source_log,raw_frame_id,target_keyframe,user_command,processed_command,label,row_type,bot_lost,rmse,tx,ty,tz,qw,qx,qy,qz,sim_score
rep_dinning,0,0,forward,update_memory,update,selected_frame_update,False,7.971943705564195e-16,-1.1102230246251565e-16,7.771561172376096e-16,-8.881784197001252e-16,-0.9999999999999999,7.79368484849099e-17,-2.0100755073873879e-16,-9.748081667095307e-17,1.0
rep_dinning,0,3,forward,forward,forward,selected_frame_duplicate_next_target,False,0.35222704103556557,-0.09383411325580027,0.047650549766205114,0.22131703465395924,-0.9998808848886017,0.006338716247073129,0.014013372437589777,0.0012892259893456945,0.9105831384658813
rep_dinning,1,3,forward,forward,forward,regular_motion,False,0.28618126626634915,-0.006898344316684013,-0.013064818947136778,0.18786014078801783,-0.9999987065399866,-0.0006712459453691292,0.0012421306543137925,-0.0007703626891503119,0.9344260692596436
rep_dinning,2,3,forward,forward,forward,regular_motion,False,0.5026969646677037,0.05892854878741394,-0.015296491528599854,0.08695853843148571,0.9999783705835058,0.0020398221937616584,0.00612056334880906,-0.0012791383299990836,0.9554097652435303
rep_dinning,3,3,forward,update_memory,update,selected_frame_update,False,5.018927725915632e-16,3.3306690738754696e-16,1.942890293094024e-16,-4.440892098500626e-16,1.0,-1.3877787807814463e-17,6.839901779311407e-17,2.3580041497602753e-17,1.0
rep_dinning,3,5,forward,forward,forward,selected_frame_duplicate_next_target,False,0.26158580864512426,-0.050965592540442084,-0.0052026172727289155,0.18785032598490492,-0.9999850891207288,4.3652078823886825e-05,0.005272024483957736,-0.0014231614612426199,0.9212549328804016
rep_dinning,4,5,forward,forward,forward,regular_motion,False,0.3717925970312357,-0.005785747994586976,0.0061018544543963715,0.10249003401332857,-0.999998967533155,0.0009205683292170082,0.0009102690837856153,0.0006236158835092239,0.9475485682487488
rep_dinning,5,5,forward,update_memory,update,selected_frame_update,False,1.4673300343561145e-15,-5.551115123125783e-16,-1.6653345369377348e-15,1.7763568394002505e-15,-0.9999999999999998,-1.505788368958553e-16,-2.568620506392513e-16,4.175192712085669e-17,1.0
rep_dinning,5,8,forward,forward,forward,selected_frame_duplicate_next_target,False,0.29224198956920033,-0.04770650525813824,-0.04390748970735124,0.2646470999256607,-0.9999584691979337,-0.004840288894924383,0.00768884855111466,-0.0007163034949540929,0.9012627601623535
rep_dinning,6,8,forward,forward,forward,regular_motion,False,0.2272390584168961,0.00014250786258140913,0.013229606183927517,0.18832996407008107,-0.9999969921927282,0.0022642369616903187,0.0008407661768629746,-0.0004265544678443558,0.9483402967453003
rep_dinning,7,8,forward,forward,forward,regular_motion,False,0.4271064993759903,0.03396279492507093,-0.005167725487046304,0.08019251022732599,0.9999937306612444,0.0001975866900662586,0.003530954104757878,-0.0001787758829713424,0.9599950313568115
rep_dinning,8,8,forward,update_memory,update,selected_frame_update,False,7.318641281974875e-16,-2.220446049250313e-16,-4.440892098500626e-16,4.440892098500626e-16,1.0000000000000002,2.7769362148338255e-17,4.6750105705956137e-17,3.305868442320948e-16,1.0
rep_dinning,8,12,forward,forward,forward,selected_frame_duplicate_next_target,False,0.20591179314118938,0.04013228425227788,-0.026189748395519095,0.20058404077566472,0.9992743808860887,0.003785269974173614,0.03789964839410966,9.356822609297618e-06,0.9229117631912231
rep_dinning,9,12,right,right,right,regular_motion,False,0.4129264222169185,-0.04163349423096652,0.004469771418057877,0.10237672770854989,0.9995855450198575,-0.0006421722464929446,0.0287801380769821,-0.00017162293150534705,0.9471468925476074
rep_dinning,10,12,forward,forward,forward,regular_motion,False,0.42277164385486465,-0.04088650288906148,-0.019740399697637655,0.12674713950208139,0.9999227408851162,0.002562589244571978,0.012085722487399923,0.0013713894843477377,0.947983980178833
rep_dinning,11,12,right,right,right,regular_motion,False,0.10124752193109988,-0.0072861183046427636,-0.0017580603778178105,-0.004800437151378567,0.999882855080403,0.0006212156257826901,0.015293466750719516,-9.063782514397558e-06,0.9716266393661499
rep_dinning,12,12,forward,update_memory,update,selected_frame_update,False,4.664178237407517e-16,1.1102230246251565e-16,-2.220446049250313e-16,-4.440892098500626e-16,1.0000000000000002,-0.0,2.4916705513933245e-17,1.624718703569364e-16,1.0
rep_dinning,12,17,forward,forward,forward,selected_frame_duplicate_next_target,False,0.4006593240462946,-0.06646104615408027,-0.03454308380651494,0.28917061976200165,0.9996810294981773,0.004275352188575322,0.02482817366238449,0.001767036422469025,0.9124767780303955
rep_dinning,13,17,right,right,right,regular_motion,False,0.16223259302403084,-0.027201104052577973,0.015495192211621801,0.1883913943730824,0.9995549321879157,-0.00235014659241047,0.029716601022327475,-0.0011567080380539307,0.925653338432312
rep_dinning,14,17,forward,forward,forward,regular_motion,False,0.2454908444476642,-0.03846692801703483,0.005757896804391191,0.20166478655049414,0.999925688909895,-0.0009936733175364603,0.01215025018675364,2.63022606230856e-05,0.9293767213821411
rep_dinning,15,17,right,right,right,regular_motion,False,0.20906143513934874,-0.01553114868641331,-0.0219562731272777,0.08299760418520119,0.9998773648474125,0.0027196953724700846,0.015380099508905055,0.0011450161447134493,0.9503934383392334
rep_dinning,16,17,forward,forward,forward,regular_motion,False,0.16284045875847886,-0.018833116876969813,-0.017518681732525514,0.09743976304798174,-0.9999943799381409,-0.002467895092592003,0.0011326282154473248,-0.0019664026216578254,0.9485449194908142
rep_dinning,17,17,right,update_memory,update,selected_frame_update,False,4.1960692747599604e-16,5.551115123125783e-17,3.608224830031759e-16,0.0,-1.0,-5.5367047898607005e-17,-7.735970774490719e-17,5.929607442297358e-17,1.0
rep_dinning,17,21,right,right,right,selected_frame_duplicate_next_target,False,0.175895277133722,-0.030550247391186336,-0.02964023614326909,0.19060745899294984,0.9995443256409827,0.004219668503446501,0.029820386648863457,0.0020199051330990173,0.8996371030807495
rep_dinning,18,21,forward,forward,forward,regular_motion,False,0.11085931043096556,-0.005317015412010795,-0.005437969725251866,0.19985433069083625,0.9998685271130159,0.0002382415722103051,0.016213197928290724,-6.279123714366833e-05,0.9104228615760803
rep_dinning,19,21,right,right,right,regular_motion,False,0.21047887892573577,0.0021658009933821984,0.01490348259983034,0.10361234363582383,0.9998384771574017,-0.0024439921052883313,0.017805531917570703,9.762832265259527e-05,0.9381498694419861
rep_dinning,20,21,forward,forward,forward,regular_motion,False,0.11870154770897028,-0.012837997141269375,0.006410046846494915,0.09925337966563808,-0.9999987815664436,0.0011065075278582494,0.000986589164231203,-0.0004890281582766071,0.9550414681434631
rep_dinning,21,21,right,update_memory,update,selected_frame_update,False,6.009435499621553e-16,1.8735013540549517e-16,5.134781488891349e-16,-4.440892098500626e-16,1.0,-1.3671216576132232e-17,3.833417745525904e-17,-1.9319902526465924e-17,1.0
rep_dinning,21,24,right,right,right,selected_frame_duplicate_next_target,False,0.21038784194146562,-0.005265905491343925,0.004256513946935658,0.11147399438318883,0.9994181229478083,-0.0008970117705072979,0.034093799847971236,0.0004729749351167955,0.9237738251686096
rep_dinning,22,24,forward,forward,forward,regular_motion,False,0.09644467675949647,0.019021332618977916,-0.0027759212874234884,0.09304007372588918,0.999833730275508,4.1286333664481784e-05,0.018233482528931356,-0.00022408406547432864,0.9411025047302246
rep_dinning,23,24,right,right,right,regular_motion,False,0.09076898718702811,0.011151952014243138,-0.0018702442688842136,-0.0030110700758489983,0.999830987765079,0.00018729394482601476,0.01837278073493281,-0.0006338404769387821,0.9594255089759827
rep_dinning,24,24,forward,update_memory,update,selected_frame_update,False,3.1222583781839433e-16,-7.632783294297951e-17,-2.498001805406602e-16,0.0,1.0,-0.0,-6.378586723052623e-17,-5.1182336137376595e-18,1.0
rep_dinning,24,28,forward,forward,forward,selected_frame_duplicate_next_target,False,0.08457151567015835,0.021408225671353642,-0.006386592191255952,0.09547157314298982,0.9985088517980221,0.0008494008247474141,0.05458173017397467,0.0004314283828695863,0.919991135597229
rep_dinning,25,28,right,right,right,regular_motion,False,0.11397715954000255,0.004402643845632964,-0.007170719764631156,-0.006113563831676494,0.9986265762141148,0.0008462501407578868,0.05238341192440647,-0.00047254071938325975,0.9231959581375122
rep_dinning,26,28,right,right,right,regular_motion,False,0.09723906891495239,0.015153267928271569,-0.011500512664887427,-0.010364580089791797,0.9993364987730802,0.0018965002993280528,0.03637120868191905,0.00031730992925415474,0.9399948120117188
rep_dinning,27,28,right,right,right,regular_motion,False,0.08060038136143066,0.0038481513711274423,0.0044702068746849954,-0.0012710169768643809,0.9998499686519658,-0.0010126573236560583,0.017277016511834196,-0.0007207026134453501,0.9606347680091858
rep_dinning,28,28,right,update_memory,update,selected_frame_update,False,8.137980411316128e-16,1.5612511283791264e-16,5.273559366969494e-16,-4.440892098500626e-16,0.9999999999999998,-0.0,4.684677848088901e-16,1.4999351744721466e-16,0.9999999403953552
rep_dinning,28,30,right,right,right,selected_frame_duplicate_next_target,False,0.113663927064085,-0.007104437192857249,0.006966606504484302,-0.0025914435078489007,0.9994392964225669,-0.001117684821442562,0.033461841669157895,0.000385615238829864,0.9170205593109131
rep_dinning,29,30,right,right,right,regular_motion,False,0.11321160681257282,-0.009965403023134072,-0.0010272357022190204,0.0006820768498410068,0.9998680206033987,0.0004052791732915813,0.016238773821128746,0.0002816881604019753,0.9557093381881714
rep_dinning,30,30,right,update_memory,update,selected_frame_update,False,4.796134712355836e-16,8.326672684688674e-17,2.220446049250313e-16,-4.440892098500626e-16,1.0,-0.0,-1.292088352460251e-16,5.365401020964879e-18,0.9999998807907104
rep_dinning,30,32,right,right,right,selected_frame_duplicate_next_target,False,0.07119561554942157,-0.006171916633032785,0.008854940206939277,-0.0044768368139074255,0.9994358338082132,-0.0014842938908816944,0.03355218067103335,-0.0002492868741226042,0.9264980554580688
rep_dinning,31,32,right,right,right,regular_motion,False,0.08604528768808582,-0.00680966343208278,-0.0036560724073606277,0.009871613715513927,0.9998500277987334,0.0006655143587506539,0.017300348611021827,-0.0004206417087322383,0.9470216631889343
rep_dinning,32,32,right,update_memory,update,selected_frame_update,False,1.0331271296194582e-15,2.220446049250313e-16,-1.8041124150158794e-15,0.0,-0.9999999999999999,-9.391512617245615e-17,1.833371225921122e-16,-1.3103943732347143e-16,0.9999999403953552
rep_dinning,32,35,right,right,right,selected_frame_duplicate_next_target,False,0.22277909141996244,-0.02756068549103724,-0.009160914062954939,0.20885993394379243,0.9998893359891081,0.0012354953513808483,0.01481078432885872,0.0006557393238781238,0.9151278734207153
rep_dinning,33,35,forward,forward,forward,regular_motion,False,0.2243473501352764,-0.025066763685920868,0.005444347892461759,0.21446001993697728,-0.9999977197864103,0.0011369465560945962,0.0012631074091351239,-0.001293187605066036,0.9012806415557861
rep_dinning,34,35,forward,forward,forward,regular_motion,False,0.2668250785005693,-0.03301090394378586,0.004803128920037758,0.12135652694041399,-0.9999964206751272,0.0005045082633964883,0.0026237752848323934,-0.00014110847329930088,0.9515615701675415
rep_dinning,35,35,forward,update_memory,update,selected_frame_update,False,6.190404544747463e-16,-5.551115123125783e-16,1.3877787807814457e-16,0.0,0.9999999999999999,-0.0,4.042244443470097e-17,1.7781430625292291e-16,0.9999999403953552
